Year,Host_country,Host_city,Country_Name,Country_Code,Gold,Silver,Bronze,Total,Population,GDP_USD,GDP_per_capita_USD
1960,Italy,Rome,United States,USA,34,21,16,71,180671000,22996100000000.0,69287.53659
1960,Italy,Rome,Italy,ITA,13,10,13,36,50199700,2099880000000.0,35551.28499
1960,Italy,Rome,Australia,AUS,8,8,6,22,10276477,1542660000000.0,59934.12941
1960,Italy,Rome,Poland,POL,4,6,11,21,29637450,674048000000.0,17840.92105
1960,Italy,Rome,Hungary,HUN,6,8,7,21,9983967,182281000000.0,18772.67329
1960,Italy,Rome,Japan,JPN,4,7,7,18,93216000,4937420000000.0,39285.16311
1960,Italy,Rome,Romania,ROU,3,1,6,10,18406905,284088000000.0,14861.90917
1960,Italy,Rome,Bulgaria,BUL,1,3,3,7,7867374,80271119426.0,11634.97102
1960,Italy,Rome,Sweden,SWE,1,2,3,6,7484656,627438000000.0,60238.98656
1960,Italy,Rome,Denmark,DEN,2,3,1,6,4579603,397104000000.0,67803.0471
1960,Italy,Rome,Switzerland,SUI,0,3,3,6,5327827,812867000000.0,93457.4404
1960,Italy,Rome,Finland,FIN,1,1,3,5,4429634,299155000000.0,53982.61427
1960,Italy,Rome,France,FRA,0,2,3,5,46649927,2937470000000.0,43518.53851
1960,Italy,Rome,Belgium,BEL,0,2,2,4,9153489,599879000000.0,51767.78857
1960,Italy,Rome,New Zealand,NZL,2,0,1,3,2371800,249992000000.0,48801.68513
1960,Italy,Rome,Netherlands,NED,0,1,2,3,11486631,1018010000000.0,58061.00167
1960,Italy,Rome,South Africa,RSA,0,1,2,3,16520441,419946000000.0,6994.211654
1960,Italy,Rome,Austria,AUT,1,1,0,2,7047539,477082000000.0,53267.93275
1960,Italy,Rome,Pakistan,PAK,1,0,1,2,45954226,346343000000.0,1537.936411
1960,Italy,Rome,Brazil,BRA,0,0,2,2,73092515,1608980000000.0,7518.834284
1960,Italy,Rome,Argentina,ARG,0,1,1,2,20349744,491493000000.0,10729.23258
1960,Italy,Rome,Greece,GRE,1,0,0,1,8331725,216241000000.0,20276.54467
1960,Italy,Rome,Norway,NOR,1,0,0,1,3581239,482437000000.0,89202.75054
1960,Italy,Rome,Ethiopia,ETH,1,0,0,1,21739710,111271000000.0,943.9656842
1960,Italy,Rome,Singapore,SIN,0,1,0,1,1646400,396987000000.0,72794.00302
1960,Italy,Rome,Morocco,MAR,0,1,0,1,11769774,132725000000.0,3496.758301
1960,Italy,Rome,Portugal,POR,0,1,0,1,8857716,249886000000.0,24262.18094
1960,Italy,Rome,Spain,ESP,0,0,1,1,30455000,1425280000000.0,30115.70589
1960,Italy,Rome,Iraq,IRQ,0,0,1,1,7084678,207889000000.0,5048.387813
1960,Italy,Rome,Mexico,MEX,0,0,1,1,36268055,1293040000000.0,9926.422768
1960,Italy,Rome,India,IND,0,1,0,1,445954579,3173400000000.0,2277.434347
1960,Italy,Rome,Canada,CAN,0,1,0,1,17909356,1990760000000.0,52051.35146
1960,Italy,Rome,Ghana,GHA,0,1,0,1,6911510,77594279055.0,2445.290749
1964,Japan,Tokyo,United States,USA,36,26,28,90,191889000,22996100000000.0,69287.53659
1964,Japan,Tokyo,Japan,JPN,16,5,8,29,96903000,4937420000000.0,39285.16311
1964,Japan,Tokyo,Italy,ITA,10,10,7,27,51675350,2099880000000.0,35551.28499
1964,Japan,Tokyo,Poland,POL,7,6,10,23,31139450,674048000000.0,17840.92105
1964,Japan,Tokyo,Hungary,HUN,10,7,5,22,10119835,182281000000.0,18772.67329
1964,Japan,Tokyo,Australia,AUS,6,2,10,18,11167000,1542660000000.0,59934.12941
1964,Japan,Tokyo,France,FRA,1,8,6,15,48733997,2937470000000.0,43518.53851
1964,Japan,Tokyo,Romania,ROU,2,4,6,12,18919126,284088000000.0,14861.90917
1964,Japan,Tokyo,Bulgaria,BUL,3,5,2,10,8144340,80271119426.0,11634.97102
1964,Japan,Tokyo,Netherlands,NED,2,4,4,10,12127120,1018010000000.0,58061.00167
1964,Japan,Tokyo,Sweden,SWE,2,2,4,8,7661354,627438000000.0,60238.98656
1964,Japan,Tokyo,Denmark,DEN,2,1,3,6,4722072,397104000000.0,67803.0471
1964,Japan,Tokyo,New Zealand,NZL,3,0,2,5,2585400,249992000000.0,48801.68513
1964,Japan,Tokyo,Finland,FIN,3,0,2,5,4548543,299155000000.0,53982.61427
1964,Japan,Tokyo,Canada,CAN,1,2,1,4,19325000,1990760000000.0,52051.35146
1964,Japan,Tokyo,Switzerland,SUI,1,2,1,4,5789228,812867000000.0,93457.4404
1964,Japan,Tokyo,Belgium,BEL,2,0,1,3,9378113,599879000000.0,51767.78857
1964,Japan,Tokyo,Trinidad and Tobago,TRI,0,1,2,3,913399,21391802311.0,15243.12287
1964,Japan,Tokyo,Tunisia,TUN,0,1,1,2,4389417,46840042941.0,3924.343925
1964,Japan,Tokyo,Ethiopia,ETH,1,0,0,1,24073696,111271000000.0,943.9656842
1964,Japan,Tokyo,India,IND,1,0,0,1,489059309,3173400000000.0,2277.434347
1964,Japan,Tokyo,Ireland,IRL,0,0,1,1,2866550,498560000000.0,99152.10257
1964,Japan,Tokyo,Kenya,KEN,0,0,1,1,9047387,110347000000.0,2006.83224
1964,Japan,Tokyo,Brazil,BRA,0,0,1,1,82262794,1608980000000.0,7518.834284
1964,Japan,Tokyo,Ghana,GHA,0,0,1,1,7640196,77594279055.0,2445.290749
1964,Japan,Tokyo,Uruguay,URU,0,0,1,1,2652376,59319547636.0,17020.64864
1964,Japan,Tokyo,Mexico,MEX,0,0,1,1,41333878,1293040000000.0,9926.422768
1964,Japan,Tokyo,Nigeria,NGR,0,0,1,1,48856332,440777000000.0,2085.030765
1964,Japan,Tokyo,Argentina,ARG,0,1,0,1,21708487,491493000000.0,10729.23258
1964,Japan,Tokyo,Philippines,PHI,0,1,0,1,31916622,394086000000.0,3548.828323
1964,Japan,Tokyo,Pakistan,PAK,0,1,0,1,50552592,346343000000.0,1537.936411
1968,Mexico,Mexico City,United States,USA,45,28,34,107,200706000,22996100000000.0,69287.53659
1968,Mexico,Mexico City,Hungary,HUN,10,10,12,32,10255815,182281000000.0,18772.67329
1968,Mexico,Mexico City,Japan,JPN,11,7,7,25,101011000,4937420000000.0,39285.16311
1968,Mexico,Mexico City,Poland,POL,5,2,11,18,32294655,674048000000.0,17840.92105
1968,Mexico,Mexico City,Australia,AUS,5,7,5,17,12009000,1542660000000.0,59934.12941
1968,Mexico,Mexico City,Italy,ITA,3,4,9,16,53235750,2099880000000.0,35551.28499
1968,Mexico,Mexico City,Romania,ROU,4,6,5,15,19799831,284088000000.0,14861.90917
1968,Mexico,Mexico City,France,FRA,7,3,5,15,50817020,2937470000000.0,43518.53851
1968,Mexico,Mexico City,Mexico,MEX,3,3,3,9,47170337,1293040000000.0,9926.422768
1968,Mexico,Mexico City,Kenya,KEN,3,4,2,9,10613877,110347000000.0,2006.83224
1968,Mexico,Mexico City,Bulgaria,BUL,2,4,3,9,8369603,80271119426.0,11634.97102
1968,Mexico,Mexico City,Denmark,DEN,1,4,3,8,4864883,397104000000.0,67803.0471
1968,Mexico,Mexico City,Netherlands,NED,3,3,1,7,12729721,1018010000000.0,58061.00167
1968,Mexico,Mexico City,Canada,CAN,1,3,1,5,20744000,1990760000000.0,52051.35146
1968,Mexico,Mexico City,Switzerland,SUI,0,1,4,5,6067714,812867000000.0,93457.4404
1968,Mexico,Mexico City,Sweden,SWE,2,1,1,4,7912273,627438000000.0,60238.98656
1968,Mexico,Mexico City,Mongolia,MGL,0,1,3,4,1230406,15098022829.0,4534.918589
1968,Mexico,Mexico City,Finland,FIN,1,2,1,4,4626469,299155000000.0,53982.61427
1968,Mexico,Mexico City,Austria,AUT,0,2,2,4,7415403,477082000000.0,53267.93275
1968,Mexico,Mexico City,Brazil,BRA,0,1,2,3,91659246,1608980000000.0,7518.834284
1968,Mexico,Mexico City,New Zealand,NZL,1,0,2,3,2748100,249992000000.0,48801.68513
1968,Mexico,Mexico City,Uganda,UGA,0,1,1,2,9696370,40434701517.0,858.0575127
1968,Mexico,Mexico City,Belgium,BEL,0,1,1,2,9618756,599879000000.0,51767.78857
1968,Mexico,Mexico City,Argentina,ARG,0,0,2,2,23112971,491493000000.0,10729.23258
1968,Mexico,Mexico City,Tunisia,TUN,1,0,1,2,4785003,46840042941.0,3924.343925
1968,Mexico,Mexico City,Norway,NOR,1,1,0,2,3816486,482437000000.0,89202.75054
1968,Mexico,Mexico City,Ethiopia,ETH,1,1,0,2,26778653,111271000000.0,943.9656842
1968,Mexico,Mexico City,Cameroon,CMR,0,1,0,1,6127193,45238613480.0,1661.702105
1968,Mexico,Mexico City,India,IND,0,0,1,1,533431909,3173400000000.0,2277.434347
1968,Mexico,Mexico City,Greece,GRE,0,0,1,1,8740765,216241000000.0,20276.54467
1968,Mexico,Mexico City,Jamaica,JAM,0,1,0,1,1812209,13638230996.0,4586.650509
1968,Mexico,Mexico City,Pakistan,PAK,1,0,0,1,56124743,346343000000.0,1537.936411
1972,West Germany,Munich,United States,USA,33,31,30,94,209896000,22996100000000.0,69287.53659
1972,West Germany,Munich,Hungary,HUN,6,13,16,35,10398489,182281000000.0,18772.67329
1972,West Germany,Munich,Japan,JPN,13,8,8,29,107188000,4937420000000.0,39285.16311
1972,West Germany,Munich,Bulgaria,BUL,6,10,5,21,8576200,80271119426.0,11634.97102
1972,West Germany,Munich,Poland,POL,7,5,9,21,33055650,674048000000.0,17840.92105
1972,West Germany,Munich,Italy,ITA,5,3,10,18,54381345,2099880000000.0,35551.28499
1972,West Germany,Munich,Australia,AUS,8,7,2,17,13177000,1542660000000.0,59934.12941
1972,West Germany,Munich,Sweden,SWE,4,6,6,16,8122300,627438000000.0,60238.98656
1972,West Germany,Munich,Romania,ROU,3,6,7,16,20657957,284088000000.0,14861.90917
1972,West Germany,Munich,France,FRA,2,4,7,13,52637888,2937470000000.0,43518.53851
1972,West Germany,Munich,Kenya,KEN,2,3,4,9,12322903,110347000000.0,2006.83224
1972,West Germany,Munich,Finland,FIN,3,1,4,8,4639657,299155000000.0,53982.61427
1972,West Germany,Munich,Canada,CAN,0,2,3,5,22218463,1990760000000.0,52051.35146
1972,West Germany,Munich,Netherlands,NED,3,1,1,5,13328593,1018010000000.0,58061.00167
1972,West Germany,Munich,Norway,NOR,2,1,1,4,3933004,482437000000.0,89202.75054
1972,West Germany,Munich,Switzerland,SUI,0,3,0,3,6260956,812867000000.0,93457.4404
1972,West Germany,Munich,New Zealand,NZL,1,1,1,3,2903900,249992000000.0,48801.68513
1972,West Germany,Munich,Austria,AUT,0,1,2,3,7544201,477082000000.0,53267.93275
1972,West Germany,Munich,Colombia,COL,0,1,2,3,21898055,314322000000.0,6131.225922
1972,West Germany,Munich,Uganda,UGA,1,1,0,2,10885563,40434701517.0,858.0575127
1972,West Germany,Munich,Ethiopia,ETH,0,0,2,2,29891328,111271000000.0,943.9656842
1972,West Germany,Munich,Brazil,BRA,0,0,2,2,101194394,1608980000000.0,7518.834284
1972,West Germany,Munich,Belgium,BEL,0,2,0,2,9711115,599879000000.0,51767.78857
1972,West Germany,Munich,Greece,GRE,0,2,0,2,8888628,216241000000.0,20276.54467
1972,West Germany,Munich,Denmark,DEN,1,0,0,1,4991596,397104000000.0,67803.0471
1972,West Germany,Munich,Jamaica,JAM,0,0,1,1,1915299,13638230996.0,4586.650509
1972,West Germany,Munich,India,IND,0,0,1,1,582837973,3173400000000.0,2277.434347
1972,West Germany,Munich,Ghana,GHA,0,0,1,1,9365952,77594279055.0,2445.290749
1972,West Germany,Munich,Spain,ESP,0,0,1,1,34604469,1425280000000.0,30115.70589
1972,West Germany,Munich,Nigeria,NGR,0,0,1,1,58173834,440777000000.0,2085.030765
1972,West Germany,Munich,Niger,NIG,0,0,1,1,4926318,14950949875.0,594.9251089
1972,West Germany,Munich,Tunisia,TUN,0,1,0,1,5320148,46840042941.0,3924.343925
1972,West Germany,Munich,Pakistan,PAK,0,1,0,1,62509565,346343000000.0,1537.936411
1972,West Germany,Munich,Mongolia,MGL,0,1,0,1,1363835,15098022829.0,4534.918589
1972,West Germany,Munich,Mexico,MEX,0,1,0,1,53543436,1293040000000.0,9926.422768
1972,West Germany,Munich,Lebanon,LIB,0,1,0,1,2505965,18076624840.0,2670.441956
1972,West Germany,Munich,Argentina,ARG,0,1,0,1,24612794,491493000000.0,10729.23258
1976,Canada,Montreal,United States,USA,34,35,25,94,218035000,22996100000000.0,69287.53659
1976,Canada,Montreal,Romania,ROU,4,9,14,27,21551634,284088000000.0,14861.90917
1976,Canada,Montreal,Poland,POL,7,6,13,26,34356300,674048000000.0,17840.92105
1976,Canada,Montreal,Japan,JPN,9,6,10,25,112775000,4937420000000.0,39285.16311
1976,Canada,Montreal,Bulgaria,BUL,6,9,7,22,8758599,80271119426.0,11634.97102
1976,Canada,Montreal,Hungary,HUN,4,5,13,22,10598677,182281000000.0,18772.67329
1976,Canada,Montreal,Italy,ITA,2,7,4,13,55718260,2099880000000.0,35551.28499
1976,Canada,Montreal,Canada,CAN,0,5,6,11,23449808,1990760000000.0,52051.35146
1976,Canada,Montreal,France,FRA,2,3,4,9,53966558,2937470000000.0,43518.53851
1976,Canada,Montreal,Finland,FIN,4,2,0,6,4725664,299155000000.0,53982.61427
1976,Canada,Montreal,Belgium,BEL,0,3,3,6,9818227,599879000000.0,51767.78857
1976,Canada,Montreal,Sweden,SWE,4,1,0,5,8222286,627438000000.0,60238.98656
1976,Canada,Montreal,Australia,AUS,0,1,4,5,14033000,1542660000000.0,59934.12941
1976,Canada,Montreal,Netherlands,NED,0,2,3,5,13774037,1018010000000.0,58061.00167
1976,Canada,Montreal,Switzerland,SUI,1,1,2,4,6302504,812867000000.0,93457.4404
1976,Canada,Montreal,New Zealand,NZL,2,1,1,4,3110500,249992000000.0,48801.68513
1976,Canada,Montreal,Denmark,DEN,1,0,2,3,5072596,397104000000.0,67803.0471
1976,Canada,Montreal,Portugal,POR,0,2,0,2,9355810,249886000000.0,24262.18094
1976,Canada,Montreal,Spain,ESP,0,2,0,2,36137812,1425280000000.0,30115.70589
1976,Canada,Montreal,Brazil,BRA,0,0,2,2,111286504,1608980000000.0,7518.834284
1976,Canada,Montreal,Norway,NOR,1,1,0,2,4026152,482437000000.0,89202.75054
1976,Canada,Montreal,Jamaica,JAM,1,1,0,2,2029486,13638230996.0,4586.650509
1976,Canada,Montreal,Mexico,MEX,1,0,1,2,60452543,1293040000000.0,9926.422768
1976,Canada,Montreal,Pakistan,PAK,0,0,1,1,70230923,346343000000.0,1537.936411
1976,Canada,Montreal,Thailand,THA,0,0,1,1,41882128,505982000000.0,7233.388858
1976,Canada,Montreal,Austria,AUT,0,0,1,1,7565525,477082000000.0,53267.93275
1976,Canada,Montreal,Bermuda,BER,0,0,1,1,53200,7080900000.0,110869.4631
1976,Canada,Montreal,Mongolia,MGL,0,1,0,1,1529084,15098022829.0,4534.918589
1976,Canada,Montreal,Trinidad and Tobago,TRI,1,0,0,1,1067696,21391802311.0,15243.12287
1980,Soviet Union,Moscow,Bulgaria,BUL,8,16,17,41,8861535,80271119426.0,11634.97102
1980,Soviet Union,Moscow,Hungary,HUN,7,10,15,32,10711122,182281000000.0,18772.67329
1980,Soviet Union,Moscow,Poland,POL,3,14,15,32,35574150,674048000000.0,17840.92105
1980,Soviet Union,Moscow,Romania,ROU,6,6,13,25,22207282,284088000000.0,14861.90917
1980,Soviet Union,Moscow,Italy,ITA,8,3,4,15,56433883,2099880000000.0,35551.28499
1980,Soviet Union,Moscow,France,FRA,6,5,3,14,55052582,2937470000000.0,43518.53851
1980,Soviet Union,Moscow,Sweden,SWE,3,3,6,12,8310531,627438000000.0,60238.98656
1980,Soviet Union,Moscow,Australia,AUS,2,2,5,9,14692000,1542660000000.0,59934.12941
1980,Soviet Union,Moscow,Finland,FIN,3,1,4,8,4779535,299155000000.0,53982.61427
1980,Soviet Union,Moscow,Spain,ESP,1,3,2,6,37491165,1425280000000.0,30115.70589
1980,Soviet Union,Moscow,Denmark,DEN,2,1,2,5,5123027,397104000000.0,67803.0471
1980,Soviet Union,Moscow,Ethiopia,ETH,2,0,2,4,34945469,111271000000.0,943.9656842
1980,Soviet Union,Moscow,Mexico,MEX,0,1,3,4,67705186,1293040000000.0,9926.422768
1980,Soviet Union,Moscow,Mongolia,MGL,0,2,2,4,1697780,15098022829.0,4534.918589
1980,Soviet Union,Moscow,Brazil,BRA,2,0,2,4,122288383,1608980000000.0,7518.834284
1980,Soviet Union,Moscow,Austria,AUT,1,2,1,4,7549433,477082000000.0,53267.93275
1980,Soviet Union,Moscow,Netherlands,NED,0,1,2,3,14149800,1018010000000.0,58061.00167
1980,Soviet Union,Moscow,Jamaica,JAM,0,0,3,3,2135546,13638230996.0,4586.650509
1980,Soviet Union,Moscow,Greece,GRE,1,0,2,3,9642505,216241000000.0,20276.54467
1980,Soviet Union,Moscow,Tanzania,TAN,0,2,0,2,19297659,67775101794.0,1135.539673
1980,Soviet Union,Moscow,Ireland,IRL,0,1,1,2,3412800,498560000000.0,99152.10257
1980,Soviet Union,Moscow,Switzerland,SUI,2,0,0,2,6319408,812867000000.0,93457.4404
1980,Soviet Union,Moscow,Zimbabwe,ZIM,1,0,0,1,7049926,26217726717.0,1737.173977
1980,Soviet Union,Moscow,Guyana,GUY,0,0,1,1,778176,7409179921.0,9374.80457
1980,Soviet Union,Moscow,Lebanon,LIB,0,0,1,1,2963702,18076624840.0,2670.441956
1980,Soviet Union,Moscow,Uganda,UGA,0,1,0,1,13284026,40434701517.0,858.0575127
1980,Soviet Union,Moscow,Belgium,BEL,1,0,0,1,9859242,599879000000.0,51767.78857
1980,Soviet Union,Moscow,India,IND,1,0,0,1,696828385,3173400000000.0,2277.434347
1984,United States,Los Angeles,United States,USA,83,61,30,174,235825000,22996100000000.0,69287.53659
1984,United States,Los Angeles,Romania,ROU,20,16,17,53,22640547,284088000000.0,14861.90917
1984,United States,Los Angeles,Canada,CAN,10,18,16,44,25607053,1990760000000.0,52051.35146
1984,United States,Los Angeles,Japan,JPN,10,8,14,32,120083000,4937420000000.0,39285.16311
1984,United States,Los Angeles,China,CHN,15,8,9,32,1036825000,17734100000000.0,12556.33312
1984,United States,Los Angeles,Italy,ITA,14,6,12,32,56576718,2099880000000.0,35551.28499
1984,United States,Los Angeles,France,FRA,5,7,16,28,56275701,2937470000000.0,43518.53851
1984,United States,Los Angeles,Australia,AUS,4,8,12,24,15579391,1542660000000.0,59934.12941
1984,United States,Los Angeles,Sweden,SWE,2,11,6,19,8336605,627438000000.0,60238.98656
1984,United States,Los Angeles,Netherlands,NED,5,2,6,13,14424211,1018010000000.0,58061.00167
1984,United States,Los Angeles,Finland,FIN,4,2,6,12,4881803,299155000000.0,53982.61427
1984,United States,Los Angeles,New Zealand,NZL,8,1,2,11,3227100,249992000000.0,48801.68513
1984,United States,Los Angeles,Switzerland,SUI,0,4,4,8,6441865,812867000000.0,93457.4404
1984,United States,Los Angeles,Brazil,BRA,1,5,2,8,133888775,1608980000000.0,7518.834284
1984,United States,Los Angeles,Denmark,DEN,0,3,3,6,5111619,397104000000.0,67803.0471
1984,United States,Los Angeles,Mexico,MEX,2,3,1,6,73489654,1293040000000.0,9926.422768
1984,United States,Los Angeles,Spain,ESP,1,2,2,5,38330364,1425280000000.0,30115.70589
1984,United States,Los Angeles,Belgium,BEL,1,1,2,4,9855372,599879000000.0,51767.78857
1984,United States,Los Angeles,Portugal,POR,1,0,2,3,9996232,249886000000.0,24262.18094
1984,United States,Los Angeles,Kenya,KEN,1,0,2,3,18753176,110347000000.0,2006.83224
1984,United States,Los Angeles,Austria,AUT,1,1,1,3,7561434,477082000000.0,53267.93275
1984,United States,Los Angeles,Norway,NOR,0,1,2,3,4140099,482437000000.0,89202.75054
1984,United States,Los Angeles,Jamaica,JAM,0,1,2,3,2264095,13638230996.0,4586.650509
1984,United States,Los Angeles,Algeria,ALG,0,0,2,2,21393530,167983000000.0,3765.034625
1984,United States,Los Angeles,Greece,GRE,0,1,1,2,9895801,216241000000.0,20276.54467
1984,United States,Los Angeles,Nigeria,NGR,0,1,1,2,81337553,440777000000.0,2085.030765
1984,United States,Los Angeles,Morocco,MAR,2,0,0,2,21817271,132725000000.0,3496.758301
1984,United States,Los Angeles,Colombia,COL,0,1,0,1,28689032,314322000000.0,6131.225922
1984,United States,Los Angeles,Zambia,ZAM,0,0,1,1,6488072,21203059080.0,1120.630171
1984,United States,Los Angeles,Dominican Republic,DOM,0,0,1,1,6282104,94243453937.0,8603.789905
1984,United States,Los Angeles,Iceland,ISL,0,0,1,1,239511,25458933916.0,68383.76534
1984,United States,Los Angeles,Peru,PER,0,1,0,1,19285646,223249000000.0,6692.248375
1984,United States,Los Angeles,Ireland,IRL,0,1,0,1,3532423,498560000000.0,99152.10257
1984,United States,Los Angeles,Thailand,THA,0,1,0,1,49636724,505982000000.0,7233.388858
1984,United States,Los Angeles,Cameroon,CMR,0,0,1,1,9508570,45238613480.0,1661.702105
1984,United States,Los Angeles,Pakistan,PAK,1,0,0,1,94003867,346343000000.0,1537.936411
1988,South Korea,Seoul,United States,USA,36,31,27,94,244499000,22996100000000.0,69287.53659
1988,South Korea,Seoul,Bulgaria,BUL,10,12,13,35,8981446,80271119426.0,11634.97102
1988,South Korea,Seoul,China,CHN,5,11,12,28,1101630000,17734100000000.0,12556.33312
1988,South Korea,Seoul,Romania,ROU,7,11,6,24,23057662,284088000000.0,14861.90917
1988,South Korea,Seoul,Hungary,HUN,11,6,6,23,10596487,182281000000.0,18772.67329
1988,South Korea,Seoul,Poland,POL,2,5,9,16,37824487,674048000000.0,17840.92105
1988,South Korea,Seoul,France,FRA,6,4,6,16,57472651,2937470000000.0,43518.53851
1988,South Korea,Seoul,Japan,JPN,4,3,7,14,122578000,4937420000000.0,39285.16311
1988,South Korea,Seoul,Australia,AUS,3,6,5,14,16532164,1542660000000.0,59934.12941
1988,South Korea,Seoul,Italy,ITA,6,4,4,14,56629288,2099880000000.0,35551.28499
1988,South Korea,Seoul,New Zealand,NZL,3,2,8,13,3283400,249992000000.0,48801.68513
1988,South Korea,Seoul,Sweden,SWE,0,4,7,11,8436489,627438000000.0,60238.98656
1988,South Korea,Seoul,Canada,CAN,3,2,5,10,26791747,1990760000000.0,52051.35146
1988,South Korea,Seoul,Netherlands,NED,2,2,5,9,14760094,1018010000000.0,58061.00167
1988,South Korea,Seoul,Kenya,KEN,5,2,2,9,21626122,110347000000.0,2006.83224
1988,South Korea,Seoul,Brazil,BRA,1,2,3,6,145253973,1608980000000.0,7518.834284
1988,South Korea,Seoul,Norway,NOR,2,3,0,5,4209488,482437000000.0,89202.75054
1988,South Korea,Seoul,Denmark,DEN,2,1,1,4,5129516,397104000000.0,67803.0471
1988,South Korea,Seoul,Finland,FIN,1,1,2,4,4946481,299155000000.0,53982.61427
1988,South Korea,Seoul,Spain,ESP,1,1,2,4,38766939,1425280000000.0,30115.70589
1988,South Korea,Seoul,Switzerland,SUI,0,2,2,4,6593386,812867000000.0,93457.4404
1988,South Korea,Seoul,Morocco,MAR,1,0,2,3,23720590,132725000000.0,3496.758301
1988,South Korea,Seoul,Belgium,BEL,0,0,2,2,9901664,599879000000.0,51767.78857
1988,South Korea,Seoul,Mexico,MEX,0,0,2,2,78892015,1293040000000.0,9926.422768
1988,South Korea,Seoul,Jamaica,JAM,0,2,0,2,2354805,13638230996.0,4586.650509
1988,South Korea,Seoul,Argentina,ARG,0,1,1,2,31690792,491493000000.0,10729.23258
1988,South Korea,Seoul,Peru,PER,0,1,0,1,21143799,223249000000.0,6692.248375
1988,South Korea,Seoul,Senegal,SEN,0,1,0,1,7113636,27625388352.0,1606.472061
1988,South Korea,Seoul,Colombia,COL,0,0,1,1,31256727,314322000000.0,6131.225922
1988,South Korea,Seoul,Pakistan,PAK,0,0,1,1,107967838,346343000000.0,1537.936411
1988,South Korea,Seoul,Philippines,PHI,0,0,1,1,58755923,394086000000.0,3548.828323
1988,South Korea,Seoul,Thailand,THA,0,0,1,1,53410965,505982000000.0,7233.388858
1988,South Korea,Seoul,Djibouti,DJI,0,0,1,1,482337,3371102124.0,3363.712048
1988,South Korea,Seoul,Greece,GRE,0,0,1,1,10036983,216241000000.0,20276.54467
1988,South Korea,Seoul,Mongolia,MGL,0,0,1,1,2073771,15098022829.0,4534.918589
1988,South Korea,Seoul,Portugal,POR,1,0,0,1,10019610,249886000000.0,24262.18094
1988,South Korea,Seoul,Suriname,SUR,1,0,0,1,402139,2862131980.0,4836.332633
1988,South Korea,Seoul,Austria,AUT,1,0,0,1,7585317,477082000000.0,53267.93275
1988,South Korea,Seoul,Costa Rica,CRC,0,1,0,1,3001461,64282438667.0,12508.61563
1988,South Korea,Seoul,Indonesia,INA,0,1,0,1,175694647,1186090000000.0,4291.812554
1988,South Korea,Seoul,Chile,CHI,0,1,0,1,12918389,317059000000.0,16502.83857
1992,Spain,Barcelona,United States,USA,37,34,37,108,256514000,22996100000000.0,69287.53659
1992,Spain,Barcelona,Germany,GER,33,21,28,82,80624598,4223120000000.0,50801.78671
1992,Spain,Barcelona,China,CHN,16,22,16,54,1164970000,17734100000000.0,12556.33312
1992,Spain,Barcelona,Hungary,HUN,11,12,7,30,10369341,182281000000.0,18772.67329
1992,Spain,Barcelona,France,FRA,8,5,16,29,58849943,2937470000000.0,43518.53851
1992,Spain,Barcelona,Australia,AUS,7,9,11,27,17478635,1542660000000.0,59934.12941
1992,Spain,Barcelona,Japan,JPN,3,8,11,22,124425000,4937420000000.0,39285.16311
1992,Spain,Barcelona,Spain,ESP,13,7,2,22,39157685,1425280000000.0,30115.70589
1992,Spain,Barcelona,Poland,POL,3,6,10,19,38363667,674048000000.0,17840.92105
1992,Spain,Barcelona,Italy,ITA,6,5,8,19,56797087,2099880000000.0,35551.28499
1992,Spain,Barcelona,Romania,ROU,4,6,8,18,22794284,284088000000.0,14861.90917
1992,Spain,Barcelona,Canada,CAN,7,4,7,18,28371264,1990760000000.0,52051.35146
1992,Spain,Barcelona,Bulgaria,BUL,3,7,6,16,8540164,80271119426.0,11634.97102
